city,company_id,salary_from,employment,schedule,experience,key_skills,specializations
Тольятти,1555487,40000,full,fullDay,between1And3,,3.64 29.553 11.745
Мегион,2015405,26265,full,fullDay,noExperience,,13.587 13.131
Новосибирск,3222078,22000,full,fullDay,noExperience,,8.77 8.575 8.356 8.135
Новосибирск,1856401,46000,full,fullDay,between1And3,,13.587 13.398
Мегион,2015405,26265,full,fullDay,noExperience,,13.131
unknown,74407,700000,full,fullDay,moreThan6,,20.287 20.83 20.325 20.7
unknown,74407,700000,full,fullDay,moreThan6,,20.287 20.83 20.325 20.7
Казань,549047,35000,full,fullDay,between1And3,,18.81 18.568 18.153 18.297
Мегион,2015405,26265,full,fullDay,noExperience,,13.398 13.131
Новосибирск,3222078,24000,full,flexible,noExperience,,8.77 8.356 16.216
Новосибирск,3222078,24000,full,flexible,noExperience,,8.77 8.356 16.216
Казань,549047,20000,full,fullDay,between1And3,,4.429 4.47 4.181
Мегион,2015405,26265,full,fullDay,noExperience,,13.131
Мегион,2015405,24816,full,fullDay,noExperience,,13.155
Минск,835302,300,part,fullDay,between1And3,,17.256 17.231 17.52
Казань,549047,35000,full,shift,between1And3,,18.29 18.153 29.514
Мегион,2015405,30860,full,fullDay,noExperience,,13.587 13.398 13.131
unknown,4934,30000,full,fullDay,noExperience,,15.93 15.75 15.389 1.225 17.149 4.278
Мегион,2015405,27788,full,fullDay,noExperience,,13.398
unknown,74407,500000,full,fullDay,moreThan6,,20.287 20.83
unknown,74407,500000,full,fullDay,moreThan6,,20.287 20.83
Мегион,2015405,34075,full,fullDay,noExperience,,13.398
Мегион,2015405,32594,full,fullDay,noExperience,,13.131
Нур-Султан (Астана),1475893,250000,full,fullDay,between1And3,,18.142 29.514
unknown,1000852,19500,full,fullDay,noExperience,,29.495
Алматы,596842,132000,full,shift,between1And3,,14.6 14.217 24.378
unknown,756407,1100,full,shift,between3And6,,13.155
Тверь,2182931,15000,full,shift,noExperience,,17.65 17.66 17.149 17.535
Ижевск,204102,20000,full,shift,noExperience,,18.348 15.237 13.128
Астана,2948996,250000,full,fullDay,between1And3,,1.117 1.327 1.25
Мегион,2015405,26525,full,fullDay,noExperience,,13.587 13.131
unknown,4437617,600,full,fullDay,between3And6,,7.267 7.503 29.51 29.162 29.552
unknown,184497,70000,full,fullDay,between3And6,,20.287 20.83 20.387 20.7 20.49
unknown,184497,70000,full,fullDay,between3And6,,20.287 20.83 20.387 20.7 20.49
Манитоорск,1942330,17000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,1833382,50000,full,fullDay,between1And3,,4.374
Мегион,2015405,29751,full,fullDay,noExperience,,13.587 13.131
Мегион,2015405,41682,full,fullDay,noExperience,,13.131
Мегион,2015405,26525,full,fullDay,noExperience,,13.155 13.22 13.578 13.227 13.228 13.185
Самара,132654,18700,full,fullDay,noExperience,,18.348 29.588 13.128 13.185
Златоуст,3182591,50000,full,fullDay,between3And6,,17.334 21.17 21.136 18.354
unknown,3558,50000,full,flyInFlyOut,between1And3,,22.491 22.204
unknown,184497,100000,full,flyInFlyOut,between3And6,,20.387
unknown,184497,100000,full,flyInFlyOut,between3And6,,20.387
unknown,184497,100000,full,flyInFlyOut,between3And6,,20.387
unknown,1000852,22000,full,shift,noExperience,,17.231 17.24 17.52
Мегион,2015405,27788,full,shift,noExperience,,13.587 13.398 13.131
Минск,2585791,500,full,fullDay,between1And3,,24.624
Челябинск,3182591,27000,full,fullDay,noExperience,,20.445
г Пермь,1942330,31000,full,fullDay,between1And3,,17.256 17.231 17.535
Сургут,1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Первоуральск,1942330,22000,full,fullDay,between1And3,,17.256 17.231 17.535
г Краснокамск,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Каменск-Уральский,1942330,23000,full,fullDay,between1And3,,17.256 17.231 17.535
Новотроицк,1942330,18000,full,fullDay,between1And3,,17.256 17.231 17.535
Собинка,1942330,45000,full,fullDay,between1And3,,17.256 17.231 17.535
Манитоорск,1942330,20000,full,fullDay,between1And3,,17.256 17.231 17.535
Орск,1942330,18000,full,fullDay,between1And3,,17.256 17.231 17.535
село Уразовка,1942330,29189,full,fullDay,between1And3,,17.256 17.231 17.535
Ярославль,1942330,19000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Сыктывкар,1942330,22100,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
село Плешаново,1942330,18000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
село Большеустьикинское,1942330,16000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Омск,1942330,23850,full,fullDay,between1And3,,17.256 17.231 17.535
г Кемерово,1942330,20700,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Кемерово,1942330,20700,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,3278830,40000,full,fullDay,between1And3,,21.482 20.49
поселок городского типа Крапивинский,1942330,24000,full,fullDay,between1And3,,17.256 17.231 17.535
рабочий поселок Колывань,1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Новосибирск,1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Пермь,1942330,22000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
"Колыванский р-н, рабочий поселок Колывань",1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Самара,1942330,23000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
г Рубцовск,1942330,25100,full,fullDay,between1And3,,17.256 17.231 17.535
Дивногорск,1942330,29061,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Дивноорск,1942330,29061,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Самара,1942330,24000,full,fullDay,between1And3,,17.256 17.231 17.535
Красноярск,1942330,29061,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Новосибирск,1942330,32000,full,fullDay,between1And3,,17.256 17.231 17.535
Киселёвск,1942330,18396,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Похвистнево,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Екатеринбур,1942330,29000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
поселок городского типа Карсун,1942330,22600,full,fullDay,between1And3,,17.256 17.231 17.535
Ижевск,1942330,18000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Чебоксары,1942330,22572,full,fullDay,between1And3,,17.256 17.231 17.535
поселок Серноводск,1942330,15000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Новосибирск,1160236,20000,full,fullDay,noExperience,,13.155
Альметьевск,1942330,18000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Казань,1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
"Самара, поселок Красная Глинка",1942330,20000,full,fullDay,between1And3,,17.256 17.231 17.535
г Казань,1942330,33000,full,fullDay,between1And3,,17.256 17.231 17.535
Казань,1942330,33000,full,fullDay,between1And3,,17.256 17.231 17.535
Набережные Челны,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Чернушка,1942330,20000,full,fullDay,between1And3,,17.256 17.231 17.535
деревня Мураши,1942330,23000,full,fullDay,between1And3,,17.256 17.231 17.535
г Радужный,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Пермь,1942330,22000,full,fullDay,between1And3,,17.256 17.231 17.535
Тольятти,1942330,17000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,3935209,40000,full,fullDay,between3And6,,20.287
Мегион,2015405,30821,full,fullDay,noExperience,,13.587 13.398 13.131
unknown,614407,100000,full,fullDay,between1And3,,1.27 1.273 1.89
Мегион,2015405,26265,full,shift,noExperience,,13.587 13.398
Мегион,2015405,24816,full,fullDay,noExperience,,13.128
Мегион,2015405,29751,full,fullDay,noExperience,,13.131
unknown,1527158,1176,full,fullDay,moreThan6,,1.295
unknown,1025275,20000,full,fullDay,between1And3,,17.256 17.52 2.102
Мегион,2015405,25262,full,shift,noExperience,,13.587 13.131
Санкт-Петербург,1333598,45000,full,fullDay,between1And3,,21.563 21.564
Мегион,2015405,27417,full,shift,noExperience,,13.587 13.398 13.131
Тула,1518660,25000,full,shift,noExperience,,29.545 21.563 21.564
Мегион,2015405,26525,full,fullDay,noExperience,,13.587 13.398 13.131
Мегион,2015405,32594,full,shift,noExperience,,13.131
unknown,4087412,800,full,fullDay,between1And3,,24.624 24.377
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,184497,70000,full,flyInFlyOut,between3And6,,7.235 7.267 7.503 20.287 20.83 20.387
unknown,184497,70000,full,flyInFlyOut,between3And6,,7.235 7.267 7.503 20.287 20.83 20.387
unknown,184497,70000,full,flyInFlyOut,between3And6,,7.235 7.267 7.503 20.287 20.83 20.387
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,2848296,30000,full,fullDay,noExperience,,20.49
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
unknown,57959,100000,full,fullDay,between3And6,,20.287 20.49 29.514
Казань,4023446,40000,full,fullDay,between1And3,,1.221 1.5 1.82 1.274 18.81 20.83
Мегион,2015405,27788,full,fullDay,noExperience,,13.587
поселок городского типа Стройкерамика,93090,13500,full,fullDay,noExperience,,4.494
Алматы,4354232,200000,full,fullDay,moreThan6,,18.143 18.13
Мегион,2015405,28891,full,fullDay,noExperience,,13.587 13.398
Мегион,2015405,47948,full,fullDay,noExperience,,13.131
посёлок городского типа Бердяуш,872879,22000,full,shift,between1And3,,21.482
unknown,4477457,150000,full,fullDay,between1And3,,17.66 17.242 17.196 17.149 17.231 17.535
unknown,4604968,50000,full,fullDay,between1And3,,20.287
Мегион,2015405,25135,full,fullDay,noExperience,,13.587 13.398 13.131
unknown,994223,800,full,fullDay,between1And3,,23.477 23.214 23.362
Москва,3628171,30000,full,fullDay,between1And3,,3.318 3.9 1.4 1.137
unknown,25870,80000,full,fullDay,between1And3,,17.302 17.66 17.242 17.306 17.196 17.231
unknown,1527158,1176,full,fullDay,moreThan6,,1.273
unknown,668189,30000,full,shift,noExperience,,17.256 17.183 17.535 17.52
unknown,643584,150000,full,fullDay,moreThan6,,3.318 3.8 3.9 1.4 1.137
Владивосток,23537,36500,full,fullDay,between1And3,,2.337 2.469
Липецк,3195150,45000,full,fullDay,between3And6,,18.142 18.431 18.57
посёлок городского типа Бердяуш,872879,30000,full,flyInFlyOut,between1And3,,21.17 21.482
unknown,195471,27500,full,fullDay,between1And3,,3.151
Москва,2689316,35000,full,fullDay,between1And3,,16.216
село Бесагаш,2728919,300000,full,fullDay,between3And6,,20.83
unknown,1000852,24000,full,fullDay,noExperience,,17.256 17.401 17.231 17.44
посёлок городского типа Бердяуш,872879,30000,full,flyInFlyOut,between1And3,,21.17 21.482
Уральск,912307,233,full,fullDay,noExperience,,4.47 4.181 21.17 21.136 17.149
Пермь,2910235,40000,full,fullDay,between1And3,,25.386 26.473 29.553
Сочи,858149,40000,full,fullDay,between1And3,,17.35 17.417 17.196 17.183 17.279 17.152
Минск,1554808,1300,full,fullDay,between1And3,,21.482
Уфа,1546343,24000,full,shift,noExperience,,29.495
Санкт-Петербург,16962,50000,full,fullDay,between1And3,,21.482
Киров,594099,47000,full,fullDay,between1And3,,17.302 17.66 17.196 17.324 17.231
Минск,753017,750,full,shift,noExperience,,4.494
unknown,1691205,10000,part,fullDay,noExperience,,18.143 18.13 29.513
Минск,1107252,700,full,fullDay,between1And3,,17.333 17.149 17.538
"Боровский р-н, деревня Кривское",1942330,27000,full,fullDay,noExperience,,17.256
г Малоярославец,1942330,25000,full,fullDay,noExperience,,17.256
г Балабаново,1942330,27000,full,fullDay,noExperience,,17.256
unknown,816663,24000,full,fullDay,between1And3,,21.563 21.564
Казань,4804,15000,part,fullDay,noExperience,,15.93 12.18
Мегион,1705459,25000,full,shift,between1And3,,17.256 17.44 17.52
,665449,44500,full,fullDay,noExperience,,17.417 17.196 17.324 17.486 17.183
unknown,1795731,800,full,shift,noExperience,,29.556 29.542 29.495 29.549 29.581 20.49
unknown,2104178,28000,full,fullDay,between1And3,,2.463 2.464 2.468
unknown,3280153,30000,full,flexible,between3And6,,20.287 20.49 21.17
Москва,2118407,65000,full,fullDay,between3And6,,20.573 20.83 20.233 2.249 2.425
Керчь,3498541,60000,full,fullDay,between1And3,,20.287 20.83 20.233
unknown,1868138,2000,full,fullDay,between3And6,,18.142 18.81 18.568
unknown,753017,500,full,fullDay,noExperience,,29.495
unknown,2476133,17000,full,shift,noExperience,,8.135 8.202
Нижний Новгород,151459,18000,full,shift,noExperience,,17.256 17.535 17.52
unknown,2897124,49000,full,fullDay,between1And3,,20.396 20.49 29.56 29.515 29.581
unknown,156121,18000,full,fullDay,noExperience,,29.588 27.497 27.533
unknown,3059369,200000,full,fullDay,between3And6,,20.573 20.83 20.233
unknown,690362,100000,full,fullDay,between3And6,,17.242 17.149 20.2 20.7
Нижний Новгород,151459,18000,full,shift,noExperience,,17.302 17.183 17.52
unknown,3438147,40000,full,fullDay,between3And6,,18.404 18.118 18.488
Химки,3701015,40000,full,fullDay,noExperience,,20.396 20.287 20.49 29.51 29.162 29.552
Смоленск,890736,40000,full,fullDay,noExperience,,17.301 17.333 17.446 17.306
,1217828,50000,full,fullDay,between1And3,,17.333
Пермь,1515355,40000,full,fullDay,noExperience,,17.443 17.334 17.66 17.306 17.149 17.535
Бронницы,1246017,70000,full,fullDay,between1And3,,17.302 17.65 17.324 17.149 17.231 21.17
unknown,998198,55000,full,shift,noExperience,,29.556
unknown,754116,115000,full,fullDay,noExperience,,29.512
Алматы,998198,70000,full,shift,between1And3,,17.59 17.302 17.256 2.102
Тюмень,3077756,36000,full,fullDay,between1And3,,2.43 2.33 2.337 2.1 2.164 2.342
unknown,998198,80000,full,shift,between3And6,,2.102
,768405,700,full,fullDay,noExperience,,17.256 17.196
Уфа,221688,20000,full,fullDay,between1And3,,17.302 17.256 17.242 17.52
unknown,3158168,79000,full,flyInFlyOut,between1And3,,29.588 21.482
Брест,2035744,2000,full,fullDay,between1And3,,21.482
Раменское,564137,5000,part,flexible,noExperience,,29.54 29.516 29.583 24.493 15.308
посёлок Ува,196621,19500,full,fullDay,noExperience,,17.256 17.149 17.183 17.535 17.52 15.389
unknown,3158168,89000,full,flyInFlyOut,between3And6,,21.482
Новосибирск,3158168,89000,full,flyInFlyOut,between3And6,,21.482
unknown,890736,50000,full,fullDay,noExperience,,17.301 17.333 17.446 17.149
unknown,15307,35000,full,fullDay,between1And3,,18.81 18.36 18.361
unknown,4263769,50000,full,fullDay,moreThan6,,17.397
unknown,3158168,79000,full,flyInFlyOut,between3And6,,21.482
Новосибирск,3158168,79000,full,flyInFlyOut,between1And3,,21.482
поселок городского типа Иловля,3071897,90000,full,fullDay,between3And6,,18.752
Сыктывкар,3999950,20740,full,shift,between1And3,,13.155
,50545,20000,full,fullDay,between1And3,,23.362
,2446410,20000,full,shift,noExperience,,4.332
село Ташкиново,1942330,37000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,4079511,35000,full,shift,between1And3,,18.153
unknown,3158168,45000,full,flyInFlyOut,between3And6,,21.17 21.482
unknown,2476133,40000,full,fullDay,between1And3,,17.242 17.149
Минск,867750,320,part,fullDay,noExperience,,22.204 4.494 15.313
unknown,4079511,24000,full,shift,between1And3,,18.153
unknown,4934,20000,full,fullDay,noExperience,,17.256 17.535 17.52
unknown,4079511,30000,full,shift,between1And3,,18.153
Янаул,1942330,37000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,3136508,200000,part,fullDay,between3And6,,23.477 23.311 23.12 23.362
Нефтекамск,1942330,37000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,4079511,38000,full,shift,between1And3,,18.153
Красноярск,3365659,25000,full,fullDay,between1And3,,20.527
Нефтекамск,1942330,37000,full,fullDay,between1And3,,17.256 17.231 17.535
Агидель,1942330,18000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,3158168,89000,full,flyInFlyOut,between3And6,,21.482
Янаул,1942330,37000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,1028684,750,full,fullDay,noExperience,,20.287
Агидель,1942330,28000,full,fullDay,between1And3,,17.256 17.231 17.535
"Балтачевский р-н, село Старобалтачево",1942330,28000,full,fullDay,between1And3,,17.256 17.231 17.535
Минск,1742704,700,full,shift,noExperience,,18.29
unknown,2348685,25000,full,fullDay,noExperience,,18.208
Хабаровск,38314,35000,full,fullDay,between1And3,,29.545 21.563 21.564
Янаул,1942330,37000,full,fullDay,between1And3,,17.256 17.231 17.535
Воронеж,1111120,18000,full,shift,between1And3,,24.379
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
unknown,3427831,50000,full,flyInFlyOut,noExperience,,29.588 29.495 29.512
Москва,4409965,30000,full,fullDay,between1And3,,3.236 3.166
unknown,3614155,80000,full,fullDay,noExperience,,29.556 29.495 29.545 15.237 18.174 18.129
Белгород,4489430,50000,full,fullDay,between3And6,,21.17 21.482
unknown,3158168,89000,full,flyInFlyOut,between3And6,,21.482
unknown,3158168,89000,full,flyInFlyOut,between3And6,,21.482
unknown,3158168,89000,full,flyInFlyOut,between3And6,,21.482
Москва,2910378,55000,full,fullDay,between1And3,,18.348
unknown,3319877,25000,full,fullDay,noExperience,,19.283 19.108 19.109 19.282 15.281
unknown,614407,250000,full,fullDay,noExperience,,1.221
unknown,3158168,54000,full,flyInFlyOut,between3And6,,21.17 21.482
Екатеринбург,227539,30000,full,fullDay,between1And3,,21.275 21.564
,551483,50000,full,fullDay,between3And6,,20.287 20.49 18.16 18.752 18.585 29.514
Тверь,954163,57000,full,fullDay,noExperience,,17.417
unknown,1099090,68000,full,flyInFlyOut,between1And3,,18.13
unknown,1099090,68000,full,flyInFlyOut,between1And3,,18.13
unknown,1099090,68000,full,flyInFlyOut,between1And3,,18.13
unknown,1099090,68000,full,flyInFlyOut,between1And3,,18.13
Нижний Новгород,551483,40000,full,fullDay,between3And6,,18.153 18.585
Екатеринбург,227539,27000,full,fullDay,between1And3,,21.17 21.482
unknown,617150,30000,full,fullDay,between1And3,,18.404 18.118 18.488
Екатеринбург,227539,25000,full,fullDay,noExperience,,11.173 11.62 15.96 15.389 15.391 12.18
Казань,227539,50000,full,fullDay,between1And3,,17.256 17.196 17.324
unknown,3177618,25000,full,fullDay,between1And3,,29.588 29.514
unknown,917650,22000,full,fullDay,noExperience,,29.541 4.494
Санкт-Петербург,2096259,40000,full,fullDay,between1And3,,8.461 8.575 8.26 8.356 8.202
unknown,1365072,120000,full,fullDay,between1And3,,4.429 4.47 4.264 17.183
Минск,1948129,1100,full,fullDay,between3And6,,7.267 7.503
unknown,665449,25300,full,fullDay,noExperience,,17.256 17.52 2.102
Чебоксары,869737,25000,full,fullDay,between1And3,,3.9
unknown,49357,26900,full,fullDay,between1And3,,21.482 21.564
Самара,938635,55000,full,fullDay,between1And3,,17.242 17.149
unknown,1243462,900,full,flexible,between1And3,,17.256 17.535 17.52
unknown,735972,85000,full,flyInFlyOut,between1And3,,20.287 29.549
Челябинск,3857494,25000,full,fullDay,between1And3,,13.578
Липецк,586857,23000,full,fullDay,between1And3,,22.223 3.148 17.196 17.149 17.535
unknown,1589881,26800,full,fullDay,noExperience,,23.362
Владимир,2476133,27000,full,shift,between1And3,,13.155 13.185
unknown,58320,25000,full,shift,between1And3,,5.219 5.224 5.106 17.623
unknown,58320,25000,full,shift,between1And3,,2.102 5.103
Новосибирск,706953,40000,full,fullDay,noExperience,,10.315 10.258 15.237 18.81
Тверь,876954,35000,full,fullDay,between3And6,,23.477 23.478 23.352 23.311 23.12 23.362
Новосибирск,706953,50000,full,fullDay,between1And3,,10.315 10.258 18.81
Рязань,1137296,26000,full,fullDay,noExperience,,4.264
unknown,3766755,40000,full,fullDay,between1And3,,17.149 17.535
Уфа,634546,32000,full,fullDay,between1And3,,4.332 4.429 4.181 4.264 7.222 17.15
unknown,3766755,15000,full,fullDay,noExperience,,17.302
Воронеж,4816,30000,full,fullDay,between1And3,,21.17 21.482 21.506
Новосибирск,706953,50000,full,fullDay,between1And3,,25.381 10.8 18.81 1.82
Санкт-Петербург,3114468,50000,full,fullDay,between3And6,,9.317 9.226 6.319 17.256 17.196
unknown,783886,500,full,shift,noExperience,,29.495
unknown,3946929,35000,full,flexible,between1And3,,17.443 18.143
unknown,1317294,33000,full,shift,between1And3,,13.22 13.578 13.227
unknown,783886,650,full,shift,noExperience,,17.256 17.183 17.535 17.52 15.389
Ярославль,2806669,18000,full,fullDay,noExperience,,1.225 1.359 17.358 17.487
unknown,242574,36000,full,fullDay,between1And3,,2.43 2.463 2.468 2.469
unknown,1843155,25000,full,fullDay,between1And3,,23.477 23.478 23.352 23.311 23.12 23.362
unknown,1086218,50000,full,fullDay,between1And3,,29.495 29.545 21.563 21.564 4.374 18.33
unknown,3344,59000,full,fullDay,between1And3,,21.158
Екатеринбург,1043716,100000,full,fullDay,between1And3,,1.221 1.5 1.327
Волгоград,1711821,28000,full,fullDay,between3And6,,6.319
unknown,592342,40000,full,fullDay,moreThan6,,2.43 2.261
"Балтачевский р-н, село Старобалтачево",1942330,14000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,4233835,70000,full,flyInFlyOut,between1And3,,20.396 20.445 20.525 20.287 21.482
unknown,763400,600,full,fullDay,noExperience,,4.278 17.538
,74204,30000,full,shift,noExperience,,18.129
Копейск,4271557,18000,full,fullDay,between1And3,,20.49
Кострома,2409975,20000,full,fullDay,noExperience,,21.158 21.17 21.481 21.53 21.69 21.136
,765919,450,full,fullDay,between1And3,,4.494
unknown,1942330,45000,full,fullDay,between1And3,,8.77 8.356
unknown,1942330,45000,full,fullDay,between1And3,,8.77 8.356
unknown,1942330,45000,full,fullDay,between1And3,,8.77 8.356
unknown,3720491,35000,full,fullDay,between1And3,,4.47
Нижний Новгород,9114,21000,full,fullDay,noExperience,,18.13
Копейск,4271557,18000,full,fullDay,between1And3,,20.49
Копейск,4271557,18000,full,fullDay,between1And3,,20.49
Копейск,4271557,18000,full,fullDay,between1And3,,20.49
unknown,3999316,630,full,shift,between1And3,,17.256 17.231 17.535 17.52 2.102
unknown,3996151,130000,full,flyInFlyOut,between3And6,,10.191 10.54 10.472
unknown,3291803,1500,full,fullDay,between1And3,,17.324 17.231
unknown,614407,250000,full,fullDay,noExperience,,1.221
,3344,50000,full,fullDay,between3And6,,20.528 20.83 20.233
unknown,7172,29500,full,shift,between1And3,,22.491
Магнитогорск,7172,41000,full,shift,between1And3,,18.208
Самара,46863,18000,full,fullDay,noExperience,,17.52
Санкт-Петербург,7172,23500,full,shift,noExperience,,17.231 17.535 17.52
Санкт-Петербург,7172,23500,full,shift,noExperience,,17.231 17.535 17.52
