city,company_id,salary_from,employment,schedule,experience,key_skills,specializations
Санкт-Петербург,1942330,20000,full,shift,between1And3,,17.256 17.231 17.535
г Санкт-Петербург,1942330,20000,full,shift,between1And3,,17.256 17.231 17.535
Санкт-Петербург,1942330,20000,full,fullDay,between1And3,,17.256 17.231 17.535
Орехово-Зуево,1942330,37000,full,fullDay,between1And3,,17.256 17.231 17.535
Москва,93655,80000,full,fullDay,moreThan6,,18.142 18.404 18.118
рабочий посёлок Селятино,1942330,25200,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Санкт-Петербур,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
Санкт-Петербург,103439,45000,full,fullDay,noExperience,,7.267 7.14 7.392
unknown,3834712,80000,full,flyInFlyOut,between3And6,,18.81
г Санкт-Петербург,1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Уфа,38671,20000,full,shift,noExperience,,17.256 17.183 17.487 17.24 17.44 17.52
Боровичи,1942330,18000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Москва,1942330,40000,full,fullDay,between1And3,,17.256 17.231 17.535
г Москва,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Ханты-Мансийск,4880,32000,full,fullDay,noExperience,,17.256 17.183 17.535 17.44 17.52
"Томская обл,Томский р-н",786289,25000,full,fullDay,between1And3,,22.491 18.208
unknown,2507171,30000,full,fullDay,between1And3,,17.417 17.306 17.196 17.324
Никольское,1942330,29000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Москва,1942330,40000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,3755811,35000,full,remote,noExperience,,17.149 17.538 4.181 4.278
деревня Пуршево,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,597000,30000,full,fullDay,between3And6,,2.43 2.33
Новороссийск,2361653,30000,full,fullDay,between1And3,,29.516
Костомукша,1942330,26000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Коломна,1942330,32000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Тверь,1942330,18000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Москва,1942330,40000,full,fullDay,between1And3,,17.256 17.231 17.535
село Дмитровский Погост,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,99555,18000,part,flexible,between1And3,,22.204 4.494
деревня Федорцово,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,7944,50000,full,fullDay,noExperience,,17.623 17.242 17.306 17.149 5.224 5.106
Первоуральск,997065,22000,full,fullDay,between1And3,,20.49
Красноярск,3718968,60000,full,flyInFlyOut,between1And3,,29.51
Москва,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
unknown,1328004,1000,full,fullDay,between1And3,,17.417 17.149
г Санкт-Петербург,1942330,30000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
село Белый Ключ,2731074,40000,full,fullDay,between3And6,,18.143
unknown,704903,70000,full,fullDay,between1And3,,7.502
посёлок Петровское,1942330,21500,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,869045,42000,full,fullDay,noExperience,,29.541 4.494
Кашира,1942330,45000,full,fullDay,between1And3,,17.256 17.231 17.535
г Санкт-Петербург,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
г Москва,1942330,40000,full,fullDay,between1And3,,17.256 17.231 17.535
г Коломна,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
поселок Пола,1942330,23000,full,fullDay,between1And3,,17.256 17.231 17.535
г Москва,1942330,33500,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
деревня Чёрная,1942330,28000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Казань,4670856,50000,full,fullDay,between1And3,,18.143
посёлок Шушары,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
Чита,4699185,70000,full,fullDay,noExperience,,29.515
городской посёлок Фёдоровское,1942330,32000,full,fullDay,between1And3,,17.256 17.231 17.535
Томск,1093497,15769,part,fullDay,noExperience,,22.491 22.204
unknown,1328004,1000,full,fullDay,between1And3,,17.417 17.149
Москва,1942330,43000,full,fullDay,between1And3,,17.256 17.231 17.535
Москва,1942330,40000,full,fullDay,between1And3,,17.256 17.231 17.535
Тосно,1942330,32000,full,fullDay,between1And3,,17.256 17.231 17.535
Москва,1942330,40000,full,fullDay,between1And3,,17.256 17.231 17.535
г Заполярный,1942330,27000,full,fullDay,between1And3,,17.256 17.231 17.535
посёлок Сосново,1942330,28000,full,fullDay,between1And3,,17.256 17.231 17.535
посёлок Видяево,1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,3681511,65000,full,flyInFlyOut,noExperience,,15.75 21.176 21.756 29.545
Козловка,1942330,18000,full,fullDay,between1And3,,17.256 17.231 17.535
Москва,1942330,40000,full,fullDay,between1And3,,17.256 17.231 17.535
Екатеринбург,1043716,26000,full,shift,between1And3,,17.302 17.183 17.535 17.52
Ялта,2667926,25000,full,shift,noExperience,,17.256 17.149 17.183 17.535 17.44 17.52
unknown,1328772,93000,full,flyInFlyOut,between1And3,,10.191 10.47
Гатчина,1578465,35000,full,fullDay,between1And3,,22.175 22.193 17.256 17.183 17.231 17.52
Кисловодск,1942330,24000,full,fullDay,between1And3,,17.256 17.231 17.535
Копейск,849580,16000,full,fullDay,noExperience,,29.556 29.495 29.545 21.176 21.563 21.564
unknown,56478,36000,full,fullDay,between1And3,,21.17 21.482 21.506
unknown,172161,40000,full,shift,noExperience,,17.256 17.535 17.52
поселок Глушково,1942330,19100,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,49357,14300,full,shift,noExperience,,17.183 17.231 17.52
Северодвинск,4496213,22000,full,fullDay,noExperience,,29.495 21.564 21.506
Невинномысск,1942330,24000,full,fullDay,between1And3,,17.256 17.231 17.535
село Капустин Яр,1942330,24624,full,fullDay,between1And3,,17.256 17.231 17.535
Узловая,1942330,34000,full,fullDay,between1And3,,17.256 17.231 17.535
Курск,1942330,30000,full,fullDay,between1And3,,17.256 17.231 17.535
Краснодар,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Тула,1942330,25000,full,fullDay,between1And3,,17.256 17.231 17.535
Москва,4081622,60000,full,fullDay,noExperience,,17.623 17.149 17.183 17.538 3.148 15.389
Пятигорск,673,24500,full,fullDay,noExperience,,17.256 17.196 2.102
Красноярск,2269186,30000,full,fullDay,noExperience,,23.187 23.29 23.477 23.479 8.462
Новомосковск,1942330,26000,full,fullDay,between1And3,,17.256 17.231 17.535
поселок Борисовка,1942330,27400,full,fullDay,between1And3,,17.256 17.231 17.535
Калуа,1942330,27000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Воронеж,1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Орёл,1942330,19000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Крымск,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Ряжск,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Волорад,1942330,18500,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Таруса,1942330,23000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Тула,1942330,23000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Курск,1942330,21400,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Ставрополь,1942330,15000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Волгоград,1942330,18500,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,4023,55000,full,fullDay,between1And3,,5.219 5.224 5.21 5.371 5.106
г Дятьково,1942330,15900,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Обоянь,1942330,21400,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Изобильный,1942330,15000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
мкр Кочетовка,1942330,23000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
"Мостовский р-н, поселок городского типа Мостовской",1942330,19000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Алушта,2123257,60000,full,fullDay,between1And3,,22.491
Москва,2032231,50000,full,fullDay,between1And3,,17.196 17.149
Нариманов,1942330,18480,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Тула,1942330,24000,full,fullDay,between1And3,,17.256 17.231 17.535
,4934,22400,full,fullDay,noExperience,,1.225 17.242 17.52 15.389 15.391
Калуа,1942330,23000,full,fullDay,between1And3,,17.256 17.231 17.535
Ессентуки,1942330,16000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
деревня Мстихино,1942330,27000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Астрахань,1942330,24624,full,fullDay,between1And3,,17.256 17.231 17.535
Рязань,1942330,30000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,2476133,21500,full,shift,between1And3,,18.208 29.545 29.517
unknown,50233,25000,full,fullDay,between3And6,,17.302
г Обнинск,1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Рязань,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,7350,80000,full,fullDay,between1And3,,17.301 17.15 17.279 7.222 7.239
unknown,2507171,40000,full,fullDay,between1And3,,17.417 17.306 17.196 17.324 9.226
деревня Новосельцево,4127578,38000,full,fullDay,noExperience,,29.495
Пятиорск,1942330,17000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Ярославль,3273910,30000,full,fullDay,noExperience,,16.76
Таруса,1942330,23000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Рязанская область,1942330,21000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Армавир,1942330,19000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Краснодар,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Красноярск,4728337,30000,full,fullDay,between1And3,,18.143 29.513
посёлок городского типа Хотынец,1942330,19000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Унеча,1942330,16500,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
станица Новотитаровская,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
деревня Мстихино,1942330,30000,full,fullDay,between1And3,,17.256 17.231 17.535
Екатеринбург,84772,25000,full,shift,between1And3,,29.541
Ростов-на-Дону,3091807,40000,full,fullDay,between1And3,,29.581 1.89
Ростов-на-Дону,554866,35000,full,fullDay,between1And3,,7.267
Тула,1942330,27000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Орёл,1942330,18000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Брянск,1942330,17500,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
рабочий поселок Пителино,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
unknown,7944,25000,full,fullDay,between1And3,,5.219 5.224 5.371 17.301 17.623 17.242
Свободный,455383,20000,full,fullDay,noExperience,,17.52
Балаково,49357,24800,full,fullDay,between1And3,,17.256 17.324 17.231
Борисов,2228598,700,full,fullDay,noExperience,,29.495
Таганрог,1942330,28000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,2285257,25000,full,shift,noExperience,,17.256 17.242 17.535 17.52
unknown,41989,30000,full,fullDay,between3And6,,17.59 17.231 9.226 9.562 9.22 26.437
unknown,592707,60000,project,flyInFlyOut,noExperience,,18.752 29.581
станица Калининская,1942330,20000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
станица Староминская,1942330,15000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Саратов,1942330,18000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
деревня Новое Казачье,1942330,27000,full,fullDay,between1And3,,17.256 17.231 17.535
Волгоград,1942330,18500,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Брянск,1942330,17500,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Обнинск,1942330,14898,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Одинцово,139783,70000,full,fullDay,between3And6,,20.287 20.484
unknown,3130778,64000,full,flyInFlyOut,between1And3,,21.482 21.136 29.551
unknown,3130778,64000,full,flyInFlyOut,between1And3,,21.482 21.136 29.551
село Инякино,1942330,25000,full,fullDay,between1And3,,17.256 17.231 17.535
"Энгельсский р-н, рабочий поселок Приволжский",1942330,17000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
"Кущевский р-н, станица Кущевская",1942330,18900,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
рабочий посёлок Приволжский,1942330,17000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Орёл,1942330,19000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
станица Кирпильская,1942330,15088,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Курск,1942330,25000,full,fullDay,between1And3,,17.256 17.231 17.535
Курск,1942330,21400,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Воронеж,1942330,32000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,3755811,35000,full,remote,noExperience,,17.149 17.538 4.181 4.278
посёлок городского типа Курпаты,3513231,15000,full,fullDay,noExperience,,4.494 15.313
"Мостовский р-н, пгт Мостовской",1942330,19000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Красноярск,1087987,15000,full,shift,noExperience,,29.495 29.545
Тюмень,220408,80000,full,fullDay,between3And6,,1.221 1.82
unknown,30099,70500,full,fullDay,between1And3,,9.317 9.226 17.256 17.324 17.535 22.329
Сочи,1942330,28000,full,fullDay,between1And3,,17.256 17.231 17.535
Краснодар,1942330,28000,full,fullDay,between1And3,,17.256 17.231 17.535
Рязань,1942330,21000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
деревня Макаровка,196621,27000,full,shift,noExperience,,29.545 29.517 21.563 21.564
unknown,597231,32000,full,fullDay,between1And3,,17.256 17.535
unknown,18239,30000,full,fullDay,noExperience,,17.242 17.535 17.52
unknown,15307,40000,full,fullDay,between1And3,,17.242 17.196
Балаково,49357,16500,full,shift,between1And3,,17.256 17.183 17.231 17.52 4.338
Казань,240394,13000,full,fullDay,noExperience,,4.494
unknown,2507171,30000,full,fullDay,between1And3,,17.417 17.306 17.196 17.324
Москва,1091020,25000,full,fullDay,between1And3,,4.127
unknown,4098843,60000,part,remote,between1And3,,18.81 18.201
unknown,4098843,60000,part,remote,between1And3,,18.81 18.201
unknown,4098843,60000,part,remote,between1And3,,18.81 18.201
unknown,4098843,60000,part,remote,between1And3,,18.81 18.201
Ростов-на-Дону,2592350,30000,full,fullDay,noExperience,,17.256
,2077200,60000,full,fullDay,between3And6,,17.279
г Тамбов,1942330,27200,full,fullDay,between1And3,,17.256 17.231 17.535
село Ямное,1942330,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Майкоп,1942330,20900,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Волгодонск,1942330,22572,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,3322489,28500,full,fullDay,noExperience,,29.495 29.545 21.275 21.564
Тула,1559261,45000,full,fullDay,between3And6,,18.142 18.19 18.568
unknown,1067401,52000,full,shift,between1And3,,13.155
Одинцово,139783,100000,full,fullDay,between3And6,,20.287
Ставрополь,1942330,17000,full,fullDay,between1And3,,17.256 17.231 17.535
Ставрополь,1942330,17000,full,shift,between1And3,,17.256 17.231 17.535
село Новый Егорлык,1942330,22572,full,fullDay,between1And3,,17.256 17.231 17.535
село Ямное,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
Таганрог,1942330,19000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
г Липецк,1942330,21000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Россошь,1942330,23427,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,4608369,10000,part,flexible,noExperience,,29.588 29.541
Рязань,1942330,22000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
посёлок ВНИИСС,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,1031674,550,full,shift,noExperience,,29.556 29.541
Одинцово,139783,40000,full,fullDay,between3And6,,20.396 29.56 29.581 18.36
село Ямное,1942330,29800,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Белгород,1942330,26000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
село Берёзово,1942330,29800,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Москва,1942330,35000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Чебоксары,1942330,21730,full,fullDay,between1And3,,17.256 17.231 17.535
г Самара,1942330,28000,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,1894985,40000,full,fullDay,between1And3,,4.205 4.429 6.254 6.319 6.309 6.247
Уфа,3055851,50000,full,fullDay,between1And3,,17.417 17.306 17.196 17.324 17.486
Краснодар,738528,33000,full,fullDay,between3And6,,21.17 21.482
Красноярск,3718968,80000,full,flyInFlyOut,between3And6,,21.482
unknown,3322489,28500,full,shift,noExperience,,29.495 29.545 21.275 21.564
unknown,4098843,60000,part,remote,between1And3,,18.81 18.201
unknown,4098843,60000,part,remote,between1And3,,18.81 18.201
unknown,4098843,60000,part,remote,between1And3,,18.81 18.201
unknown,4098843,60000,part,remote,between1And3,,18.81 18.201
unknown,4098843,60000,part,remote,between1And3,,18.81 18.201
Одинцово,139783,90000,full,fullDay,between3And6,,20.387
Санкт-Петербург,1404613,45000,full,fullDay,between1And3,,21.275 21.564
Новосибирск,852318,35000,full,fullDay,between1And3,,21.17 21.482
unknown,745358,60000,full,fullDay,between1And3,,17.358 17.487
Москва,36346,100000,full,fullDay,between3And6,,17.256 17.417 17.242 17.196 17.149
"г Сочи, село Верхний Юрт",1942330,37700,full,fullDay,between1And3,,17.256 17.231 17.535
unknown,2855823,40000,full,fullDay,between1And3,,7.222 17.15 17.65 17.149 17.183
село Ямное,1942330,29800,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
Белебей,849580,15000,full,fullDay,noExperience,,29.556 29.495 29.545 21.176 21.563 21.564
село Абрау-Дюрсо,2049115,23000,full,shift,between3And6,,22.248
unknown,75561,26000,full,shift,between1And3,,4.429 7.392
unknown,3348501,100000,full,fullDay,noExperience,,4.127 15.388
Санкт-Петербург,177406,50000,full,fullDay,between1And3,,1.225 1.327 1.89 1.137 12.5 3.9
unknown,1815442,20000,full,fullDay,noExperience,,17.256 17.535 17.52
Оренбург,1259738,19000,full,flexible,noExperience,,17.256 17.183 17.535 17.44 17.52
Таганрог,2054973,25000,full,fullDay,between3And6,,18.153
Самара,1331499,20000,full,fullDay,noExperience,,29.556 29.588 29.495
Санкт-Петербург,32918,45000,full,fullDay,between1And3,,17.269 17.333 17.112 17.149 1.225 1.295
unknown,2507171,25000,full,shift,between1And3,,17.256 17.242 17.149 17.486 17.487
Воронеж,2797658,35000,full,shift,between1And3,,17.256 17.149 17.183 17.535 17.52
Минск,721346,500,full,shift,between1And3,,17.256 17.324 17.44 4.338
Саратов,4731903,45000,full,fullDay,noExperience,,12.18
unknown,2739134,85000,full,fullDay,between1And3,,21.275
unknown,1397352,30000,full,fullDay,between1And3,,10.315
Пушкин,3438559,25000,full,shift,between1And3,,8.202
,3777492,42000,full,fullDay,between1And3,,21.275 21.563 21.564
Санкт-Петербург,1899299,55000,full,fullDay,between1And3,,29.542 29.551 21.482
Омск,1000853,13000,full,shift,noExperience,,17.256 17.231 29.512
Минск,2515014,600,full,fullDay,between1And3,,20.49
unknown,4131400,30000,full,flexible,between1And3,,17.334 17.256 24.753
unknown,35522,27000,full,fullDay,noExperience,,1.172 1.42 1.25 1.474 15.93
unknown,4541492,300000,full,fullDay,moreThan6,,10.8 10.258 10.54 10.47 10.471
Тюмень,2697029,50000,full,fullDay,between3And6,,18.431
Одинцово,139783,35000,full,fullDay,between3And6,,20.287 21.482
Хабаровск,1690003,19000,full,fullDay,noExperience,,17.256 29.512 29.545 21.275
unknown,25022,45000,full,fullDay,between1And3,,2.43 2.463 2.469 5.42
Красноярск,899462,18500,full,shift,noExperience,,22.491 22.204 22.193
Ярославль,3273910,30000,full,fullDay,noExperience,,16.76
,3777492,60000,full,fullDay,between3And6,,3.318 3.209 3.23 3.8 3.26 3.9
Санкт-Петербург,567574,40000,full,fullDay,between1And3,,4.429 4.255 4.264
Нижний Новгород,2932698,14000,full,fullDay,noExperience,,29.588 29.162 29.553
Москва,665356,50000,full,fullDay,between1And3,,20.396
unknown,3755811,35000,full,remote,noExperience,,17.149 17.538 4.181 4.278
unknown,3202730,50000,full,fullDay,noExperience,,29.581 18.265
Комсомольск-на-Амуре,732829,31500,full,fullDay,between1And3,,2.43 2.102 5.192 5.103 5.42
Уфа,1748436,7000,full,fullDay,moreThan6,,20.287 20.527 20.528 20.83 20.233 20.49
unknown,49357,17600,full,shift,noExperience,,17.52
Киев,2868701,10000,full,fullDay,between1And3,,17.269 1.225
unknown,3755811,35000,full,remote,noExperience,,17.149 17.538 4.181 4.278
Смоленск,29413,14300,full,fullDay,noExperience,,22.204 4.494 15.313
,3777492,60000,full,fullDay,between1And3,,26.413 26.416 26.437 21.292 21.53 21.74
Новосибирск,50301,35000,full,fullDay,between1And3,,21.482 21.275 21.564 21.136
г Тверь,1942330,23000,full,fullDay,between1And3,,17.256 17.231 17.535
Ессентуки,2039162,25000,full,fullDay,noExperience,,13.438
Нижний Новгород,2932698,13600,full,fullDay,noExperience,,22.204 4.494 15.313
unknown,7944,60000,full,fullDay,between1And3,,8.462 8.356 23.479 5.579 5.106
unknown,3592,25000,full,shift,noExperience,,29.516
unknown,3400141,68000,full,flyInFlyOut,noExperience,,29.545
деревня Новосельцево,4127578,43000,full,fullDay,between1And3,,21.482
unknown,3529,64500,full,fullDay,between1And3,,5.79 5.45 5.215 5.121 5.234
Москва,6011,80000,full,shift,between1And3,,7.267 7.503
unknown,36753,35000,full,fullDay,between3And6,,21.482 4.52
Москва,1617273,40000,full,shift,between1And3,,5.365 5.21 5.371 17.334 17.35 17.623
unknown,833156,60000,full,fullDay,between3And6,,29.588 29.542 29.551 20.525 20.755
рабочий посёлок Томилино,4537377,27000,full,fullDay,noExperience,,29.556 29.588 29.512 29.545 29.517
Анапа,3920480,50000,full,fullDay,between1And3,,17.334 17.623 17.66 17.196 17.149
село Клещевка,2352007,23000,full,fullDay,noExperience,,29.495
посёлок Есаульский,49357,30200,full,shift,noExperience,,29.556 29.495 21.564
,1276,32500,full,shift,noExperience,,29.545 21.563 21.564 15.308 15.389 17.52
Нижний Новгород,2932698,23000,full,flexible,noExperience,,27.501
unknown,1617273,40000,full,shift,between1And3,,17.334 17.149 17.358 17.487 5.21 5.371
Балаково,49357,15000,full,shift,noExperience,,15.389 17.183 17.52
Краснодар,840300,25000,full,shift,between1And3,,21.482 21.506
Иваново,923796,23000,full,fullDay,noExperience,,18.348 29.588 29.553 15.237
unknown,2738360,60000,full,flyInFlyOut,noExperience,,29.511
Пенза,1518660,20000,full,fullDay,noExperience,,29.556 29.495 29.512 21.176 21.563 21.564
Саратов,4731903,30000,full,fullDay,between1And3,,23.477 23.478 23.352 23.311 23.12 23.362
г Пермь,1942336,23350,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Пермь,1942336,24000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Пермь,1942336,20000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Пермь,1942336,21000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Пермь,1942336,20000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Пермь,1942336,23000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Москва,1942336,30000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Екатеринбург,1942336,25000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Пушкино,1942336,31500,full,fullDay,between1And3,,17.256 17.535 17.24 17.52 12.18 15.391
г Санкт-Петербург,1942336,27000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Санкт-Петербург,1942336,25000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
unknown,1756838,28500,full,fullDay,between1And3,,18.208
Самара,48775,90000,full,fullDay,between1And3,,18.36
Ярославль,3273910,35000,full,fullDay,noExperience,,21.482 16.76
Нижний Новгород,2932698,55000,full,fullDay,between1And3,,13.587 13.398 13.131
unknown,4934,35000,full,fullDay,noExperience,,17.269 17.333 17.334 17.256 17.242 17.52
unknown,49357,15600,full,shift,noExperience,,17.183 17.231 17.52
unknown,4704302,20000,full,fullDay,noExperience,,18.208
Ярославль,3273910,35000,full,fullDay,noExperience,,16.76
Сыктывкар,2900352,25000,full,fullDay,between1And3,,29.556 29.495
Ярославль,3273910,35000,full,fullDay,noExperience,,16.76
Липецк,2695607,30000,full,fullDay,between1And3,,21.563 21.564
посёлок Стрельна,4576,85000,full,fullDay,moreThan6,,14.91 14.87 18.13 18.245 18.568
unknown,2942041,25000,full,fullDay,between1And3,,17.242 17.52
Южно-Сахалинск,85615,37700,full,shift,noExperience,,17.196 17.535 17.44
Люберцы,2825949,40000,full,fullDay,between1And3,,29.512 21.275 21.563 21.564
станица Старокорсунская,571465,38000,full,fullDay,between1And3,,29.51 29.517
unknown,3681511,78000,full,flyInFlyOut,noExperience,,29.556 29.588 29.495 29.545 29.517 21.564
Таганрог,2054973,22000,full,fullDay,between3And6,,29.556 18.29 18.153
unknown,915342,60000,full,fullDay,noExperience,,19.284 19.19 17.334 17.306 20.2 15.389
Минск,4733299,900,full,fullDay,between1And3,,29.516
Екатеринбург,583041,35000,full,fullDay,between1And3,,17.65 17.149 17.535
unknown,2738360,60000,full,flyInFlyOut,noExperience,,29.511
Южно-Сахалинск,85615,68400,full,fullDay,between1And3,,17.256 17.324 17.44
unknown,1617273,40000,full,shift,between1And3,,17.623 17.149 17.358 5.224 5.21 5.371
Йошкар-Ола,2552797,21000,full,fullDay,noExperience,,18.208
,112694,35000,full,fullDay,noExperience,,17.302 17.256 17.183 17.52 15.389
Балаково,49357,19900,full,shift,between1And3,,17.256 17.183 17.231 17.52 4.338
Фаниполь,1309302,1000,full,fullDay,between1And3,,18.348
Пермь,916364,25000,full,shift,noExperience,,17.256 17.149 17.183 17.535 17.52 2.102
Ярославль,3273910,35000,full,fullDay,noExperience,,16.76
unknown,12917,35000,full,fullDay,between1And3,,17.306 17.196 17.231
Красноярск,3508215,80000,full,flyInFlyOut,between3And6,,21.17 21.482
unknown,3400141,63000,full,flyInFlyOut,noExperience,,29.495 29.545
unknown,2738360,60000,full,flyInFlyOut,noExperience,,29.511
unknown,2746,24400,full,flexible,noExperience,,17.256 17.149 17.183 17.535 17.52 2.102
unknown,1894985,70000,full,fullDay,between1And3,,2.434 2.342 2.343 2.344 3.26
Ростовская область,164490,25000,full,shift,noExperience,,29.556 18.29
Таганрог,2054973,24000,full,shift,between3And6,,18.142 18.153 29.553
unknown,3689540,33000,full,fullDay,noExperience,,29.495 29.545
unknown,49357,18200,full,shift,between1And3,,17.231
Ярославль,3273910,35000,full,fullDay,noExperience,,16.76
Нижний Новгород,4352740,23000,full,shift,between1And3,,8.202
